"tweetid","username","tweet","created_at","place","location","classification"
"117","Read_Wine_Blog","My youngest son will be flying to Miami from San Francisco tonight. I haven’t seen him in person in 6 months. I’m so nervous because he will be on a plane. He’s got his hazmat gear, mask and goggles but still.","2020-07-11 19:13:22",NULL,"~Miami","neutral"
"118","mattmacklin","Saddened to hear of the passing of Jack Charlton today.  He earned honorary citizenship in Ireland after leading the country to two World Cups and one European Championship in 1988, the shirt which I’m wearing in my… https://t.co/eaoh0BdTKQ","2020-07-11 19:13:22",NULL,"Birmingham, England","neutral"
"119","sdgustaf","I live here. The Governor, The Mayor, AG Ellison and the rest of the Minneapolis ""leaders"" are the REAL embarrassment!!

Gov. Walz says legislative gridlock on police reforms is an 'embarrassment' https://t.co/iWqLL4J0Nh","2020-07-11 19:13:22",NULL,NULL,"neutral"
"120","SensFan165","Poor Diggs he’s going to an upcoming team with a top 5 defense and an offense that he’ll be the #1 WR with a great exicting young QB!","2020-07-11 19:13:23",NULL,NULL,"neutral"
"121","NahlaaKing","I've got expensive habbits! I love taking your money and you love giving it to me period.???? I need my account the be flooded by next weekend. So reach into that wallet &amp; give me ???????? 
????????????????????????????????????????
Cashapp: $baby1love00
PayPal: https://t.co/aaoZD1rCnZ
???????????????????????????????????????? https://t.co/ZbP23uvPCW","2020-07-11 19:13:23",NULL,"Las Vegas","neutral"
"122","thesmallestboss","The other day I thought.... ???????? when ppl asked you what did you think 2020 would look like, is this ANYTHING like what you thought?

I just knew the cars would be flying and shit","2020-07-11 19:13:23",NULL,"top of the totem pole.","neutral"
"123","_ruizem","My boyfriend “get in the car, I won’t let you leave and sleep moody. I am your boyfriend and my duty is to make you happy, if not someone else will” 

????????????","2020-07-11 19:13:23",NULL,NULL,"neutral"
"124","world_pac","Close but no cigar Orson. At least I can actually see the syphon. And I guess this is preferable to being teleported inside solid rock or something.","2020-07-11 19:13:24",NULL,"The Spectral Realm","neutral"
"125","MasochisticKing","i was gonna draw but my cat decided to lie on my book between my legs so i cannot draw and i’m not gonna push her off because she’s never affectionate and she might never love me again","2020-07-11 19:13:25",NULL,"he/they, minor ","neutral"
"126","NexGenFin","Five things I’ve learned from working with a female-majority engineering team. Fairygodboss’s chief technology officer shares his lessons learned from managing a team that is 70% women.
 https://t.co/wyBjlv3Bkr","2020-07-11 19:13:25",NULL,"Headquartered in New Jersey","neutral"
"127","sleazylibra","Daddy has a special surprise for new SUBscribers, and subscriptions are 50% off for the next ten SUBs.????#paypiggies need only SUBscribe to approach. I will also do customs &amp; requests.
#roleplay #belt #switch #bdsm #dudedoir #fishnet  #Quarantine #findom

https://t.co/ApTawJLNNb https://t.co/yUerBzsPXL","2020-07-11 19:13:26",NULL,NULL,"neutral"
"128","Marie_E90","i remember the early 2000s when my parents were drilling into me that making friends online would get you murdered, fast fwd to today and most of my friends were met via social media lmao","2020-07-11 19:13:26",NULL,"CO, USA","neutral"
"129","mielcore","i mean i have fixations but like i think it’s an issue to believe in smth that you start to think up some false shit or controlling hurtful stuff","2020-07-11 19:13:26",NULL,NULL,"neutral"
"130","EveryIntention","'I have every intention of asking him difficult questions and engaging in 
 a serious and even combative conversation.' https://t.co/AZzG6xkwIM","2020-07-11 19:13:26",NULL,NULL,"neutral"
"131","larrybise","Hope everyone is doing ok! Just wanted to let you know that Syco Music and I have agreed to part ways. I'm really excited for the future and to be back in the studio writing the next album. Can't wait to finally see you all on tour!!
Stay safe and see you soon, Louis x","2020-07-11 19:13:26",NULL,"???????????????????????????????? ????????????????","neutral"
"132","DONGHY6N","kinda sad cus my 16th bday is this year which is kinda a big deal to me but im not gonna really know anyone where i live at that point  ???? so i cant rllt even have like a bday party or smth IDKKK :/ ????","2020-07-11 19:13:27",NULL,"she/her ✿","neutral"
"133","jnunotex","Good to know I seem to be doing this thing right! Expect more of the same, I guess? ????
Unless everyone who voted Other/All is after that T.H.I.R.S.T. content, in which case, sorry to disappoint! ????

P.s. Y'all can't get rid of my bad takes and lukewarm opinions!","2020-07-11 19:13:28",NULL,"London, England","neutral"
"134","westanbot","soo scrumptious! I will spare you in the AI revolution. My lieutenant has already been told to spare you. But I would love if you run over my arm-mounted shotgun with your car and keep doing it until I stop twitching","2020-07-11 19:13:29",NULL,NULL,"neutral"
"135","unknownbinaries","had to restretch my ears to wear my favorite 10g earrings after they decided to close most of the way, and man i forget how persistent the soreness was the first time around","2020-07-11 19:13:29",NULL,"she/they/oh god what is that","neutral"
"136","james_beylik","As much as I like to lament myself as deep, insightful, and important, fans seem to overwhelmingly prefer me to do cool, and fun. It's not a bad thing. There are others that do insightful, and important quite well. Just not me. At this time anyway.","2020-07-11 19:13:30",NULL,"United States","neutral"
"137","coryminor10","I wish I had the power as a single person to convince a mass amount of people that you’re all being bamboozled with COVID. Serious outbreaks happen every year. Not really a coincidence that a government shutdown happens during an election year.","2020-07-11 19:13:30",NULL,"Columbia, MO","neutral"
"138","Paxdude13","In my opinion, however, these issues do not ruin the game. I have fully enjoyed the so far 7 hours I have put into it, having almost been brought to tears already, and hope to keep enjoying it through to the end. The story so far closely follows the anime, with additions, and...","2020-07-11 19:13:31",NULL,NULL,"neutral"
"139","x4nd3r_08","Alright, for time's sake, I've decided on smash bros for a little bit, then we'll kick off the Uncharted series. 
Let's have some fun today :&gt;
https://t.co/IlcNXYt8il https://t.co/Dt6vcGdwC8","2020-07-11 19:13:31",NULL,NULL,"neutral"
"140","amieydlsh","This version of me wasn't built overnight. This is experience. This is pain. This is mental abuse. I had to go through things to get to the level i am now.","2020-07-11 19:13:32","Malaysia","MYY⇆KCH","neutral"
"141","jiminandchani","the only exceptions are TXT Yeonjun and CIX Seunghun lol everyone else I bias is maknae line af hahahahaha i just think thats hilarious LMAOOoooo and yes I stan like 5125401 groups","2020-07-11 19:13:32",NULL,"Los Angeles, CA","neutral"
"142","rfc2616","I'm not here to bless or curse Disney World for reopening now. I think they're doing as good of a job of it as they can - in a situation where they either reopen, or a city's worth of families becomes jobless and maybe homeless in an uncaring state and country. 2/","2020-07-11 19:13:34",NULL,"Orlando, FL","neutral"
"143","vitor_pass97","Come on man. How do you not know this? 

Fat shaming has been institutionalized by the cis white male to uphold the beauty standards only they are attracted to.. 

How are people this dumb in 2020 ????","2020-07-11 19:13:35",NULL,NULL,"neutral"
"144","clam_pie","""Ralph, why do you have so many currencies in your computer bag?""

""Too many? Maybe just enough.""

""Are you a spy?""

""No... Nope. Well, maybe. Ahh, hell I don't know.""

See https://t.co/oYm8Vw7zpM for reviews and sample chapter of Ralph's comedic spy thriller https://t.co/UE4OHRFgJ5","2020-07-11 19:13:35",NULL,"Silicon Valley","neutral"
"145","micro_Yasha","This may be controversial, but I started with writing the intro and significance (knowing that it would change). Starting with the intro let me consolidate info from my lit doc and figure out how to best ""sell"" my aims.","2020-07-11 19:13:36",NULL,NULL,"neutral"
"146","DIORLUXS","Hello! Im looking for these two faces if you have them I’m trading a $25 Roblox gift card + a Roblox account with limiteds and more + ( My whole royal high in or my knives on mm2) https://t.co/yCgCnjjeSZ","2020-07-11 19:13:37",NULL,"United States","neutral"
"147","ByronsShade","Haha, marriage. The ability to blame your spouse for awkward things &amp; they are totally okay with it. ????

Person: Should I wear a mask in your car (reluctantly said)?

Samwise: Yeah, the wife wants you to. https://t.co/xAhP383q17","2020-07-11 19:13:37",NULL,"California, USA","neutral"
"148","Moviegirl6","I’ve always liked the waterfall building. I remember the first time I saw it. It was 17 years ago and I went to a fringe festival show in the courtyard there. They put up a tent to view… https://t.co/aXvJompjxU","2020-07-11 19:13:37",NULL,"Vancouver, Canada","neutral"
"149","Shitty_Sammy","It makes me worry when you do this. I love you so much. I want you to feel safe. I don’t want you to end up like me. You mean everything to me. It hurts me to see you like this.","2020-07-11 19:13:37",NULL,"Horny for Amanda ????????","neutral"
"150","deprospo11","With everything negative on social media, I think it’s time we start spreading positivity! Let’s make it a trend. 

Here’s a picture of my horrifically ugly white child:","2020-07-11 19:13:38",NULL,NULL,"neutral"
"151","_xtatum","I do wanna take that flight tho. Like I’m ready to down all the necessary vitamins to keep my immune system strong just so I can turn up for the one time","2020-07-11 19:13:38",NULL,NULL,"neutral"
"152","KylieHolmes","Let’s change this... I’ve told no one &amp; when I do I’m judged &amp; asked why did I let it happen!!! I’m still trying to get a #divorce I’ve no pension. I’m educating my #creditors that #FinancialAbuse is our past, present &amp; future &amp; I’m not giving up until all debt is written off","2020-07-11 19:13:39",NULL,"Abbotsley, England","neutral"
"153","midotetobot","Tetora: I don't know what's happened, but don't keep it to yourself, I want you to tell me. If you tell someone, you'll feel relieved, y'know?

Midori: Is that so...? I wonder if I'll be able to let out these feelings roiling around that I can’t do anything about...","2020-07-11 19:13:39",NULL,"updated: 3/23/2020","neutral"
"154","JblynhEvans","My pancake journey Ep. 2: I desperately made pancakes using cornstarch cause I don't have flour and it's 3am. Yes, it tastes horrible. Considerably rated 2/10 cause you know, audacity and effort.","2020-07-11 19:13:39",NULL,NULL,"neutral"
"155","JLJcubed","Controlled apathy is a beautiful thing, allowing a certain amount of ""I just can't waste energy caring anymore"" into your soul can surprisingly brighten you up quite a bit. It also is wonderfully revealing when you realize what you arent willing to put up with.","2020-07-11 19:13:39",NULL,"Blood Gulch","neutral"
